source_sha256	source_line	id	register	disposition	row_sha256	path
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	620	IOS-IMAP-008	yes	closed-decision	80eceaa0b96d230d638efd1bb69540d7587cdcdc1bc7fc79c9c70ca2defbfea1	Companion/Process/Current/KnownIssues/ios-imap-008.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	621	IOS-NSE-004	yes	closed-decision	aabcc79efcdb22a05f52badfc5c9dbbaca74bba951bf7a2586a5e8034ab2cf02	Companion/Process/Current/KnownIssues/ios-nse-004.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	622	IOS-NSE-005	yes	fixed	04f8697b76877d7f1d6eef2d92e30d27cf34337d5349592db97fea5f6099b8f5	Companion/Process/Current/KnownIssues/ios-nse-005.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	623	IOS-NSE-006	yes	fixed	f770a0d51d7fb1efb3a6d1892afda287a90b89b641b725aac86e6b12ab28e4cd	Companion/Process/Current/KnownIssues/ios-nse-006.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	624	IOS-LABEL-004	yes	closed-decision	4f11a4d9db8eb5125aa2fb81eb963bb7950b96123cc7baa59b1a262d567bdbc3	Companion/Process/Current/KnownIssues/ios-label-004.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	625	IOS-LABEL-003	yes	closed-decision	75527fc63162011dc93d56468f85b36aabf141b9f93b452ebdbb862c6528daec	Companion/Process/Current/KnownIssues/ios-label-003.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	647	IOS-GRAPH-002	yes	fixed	f40998b375ab41ea6f6a54b8781cbf2e3cd7734e6a510c569e70a4f9e7f82f1c	Companion/Process/Current/KnownIssues/ios-graph-002.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	648	IOS-GRAPH-003	yes	closed-decision	41598e97e70d47cbbc9cab1c44073bb3d9237827f66282d64c95c2c5c1d96ae7	Companion/Process/Current/KnownIssues/ios-graph-003.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	649	IOS-GRAPH-004	yes	closed-decision	947a6ab39804334673f83460c0eee241550619ba1796a40d26baf6a74df53a26	Companion/Process/Current/KnownIssues/ios-graph-004.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	904	IOS-SCROLL-003	yes	closed-decision	1d38ca8d98329053beeb625ab0505cca7585d3cac2402c1e8973e70e380e41ba	Companion/Process/Current/KnownIssues/ios-scroll-003.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	988	IOS-LOG-001	yes	closed-decision	fb7e74d46ad6ddb55c98af11ef231155dac1a70fd3d9a2acfac1aef041665604	Companion/Process/Current/KnownIssues/ios-log-001.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	999	IOS-TEST-010	yes	closed-decision	5da23a1d1184d4c137f63ea9495d2cd5573990d4f9ea62de9818925bc2928c79	Companion/Process/Current/KnownIssues/ios-test-010.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1000	IOS-LOG-002	yes	closed-decision	93cfb32cf135a260bc9ef014d618f56db5702bd2e7a0e9b2747ed6bca3e81a7f	Companion/Process/Current/KnownIssues/ios-log-002.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1013	IOS-NSE-007	yes	not-defect	cdcb66c731eaf59c49885cd8d8f1745eaf0b157beb8bfb2d1eb4444005d40992	Companion/Process/Current/KnownIssues/ios-nse-007.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1014	IOS-DRAFT-013	yes	not-defect	06b1b348ff74a1d499d03a13c5890873d4305126adf39b53b0e679301813deca	Companion/Process/Current/KnownIssues/ios-draft-013.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1015	IOS-DRAFT-014	yes	closed-decision	89611241d7f5a4313c33cdcc566de8e5342d640393ef8e0c9ab728781cc2ca1d	Companion/Process/Current/KnownIssues/ios-draft-014.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1016	IOS-DRAFT-012	yes	closed-decision	709d4ed5d693a5e94d4d715428bc90a2173ef9d99fa2dc05571153dbf8f6ac0d	Companion/Process/Current/KnownIssues/ios-draft-012.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1027	IOS-MIGRATION-003	yes	closed-decision	41db7c8176982d4dc57ce5c7fa4a477b3d58e9b8d71d6b3958df86f910b199a4	Companion/Process/Current/KnownIssues/ios-migration-003.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1028	IOS-MIGRATION-002	yes	closed-decision	36a33201daed0abd97809f653bb8a40353311f289c1b85eb1eb3296cfecef9cc	Companion/Process/Current/KnownIssues/ios-migration-002.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1041	IOS-DRAFT-015	yes	closed-decision	ada9ba9b0ffde211d8fd48fb4bb1a462f54c6911f988c372e9edd0f53a05b6fc	Companion/Process/Current/KnownIssues/ios-draft-015.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1059	IOS-DRAFT-016	yes	fixed	4eabeb910c1cab12eb9d57088c5681dc617853a15f37ab25fec7553447b1f057	Companion/Process/Current/KnownIssues/ios-draft-016.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1060	IOS-PERF-002	yes	closed-decision	12c55252d2d5ab6fe8ea68aff0fca04530fe1c1682712cd9e0da02b295c5ae4d	Companion/Process/Current/KnownIssues/ios-perf-002.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1061	IOS-MIGRATION-004	yes	closed-decision	dae1f801a32fcad835c39d0200d3e5d2adcbac0fe8258ad5d99a669a9f9c8d7f	Companion/Process/Current/KnownIssues/ios-migration-004.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1062	IOS-LOG-003	yes	closed-decision	5efe6a013bad0925c89b9f3489d1d575459eff261f19fada3d3abbbfc01ca77e	Companion/Process/Current/KnownIssues/ios-log-003.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1063	IOS-PERF-003	yes	closed-decision	45426a161d33d536044a238af152dfdf388899eb06a3876dcb1c7fa3cc01ccf1	Companion/Process/Current/KnownIssues/ios-perf-003.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1064	IOS-EPOCH-002	yes	closed-decision	1edfb6012b17c03bcfac1a8a79bea66ca6d859a5dc8fd27e7305d5b19fe057ba	Companion/Process/Current/KnownIssues/ios-epoch-002.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1080	IOS-CALDAV-001	yes	closed-decision	d906dc1f40c542fff7e48eb666ee4102c56703af719de24d8543192266f49a12	Companion/Process/Current/KnownIssues/ios-caldav-001.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1092	IOS-MOVE-002	yes	closed-decision	3e30c8988b8fef42db959846e40444e075230b01497ceebdd9da92b9f8e73e94	Companion/Process/Current/KnownIssues/ios-move-002.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1093	IOS-IDENTITY-002	yes	closed-decision	be8befb60b1647a8bbb15b92f9a7fdeed0106c2e579ce761c8374533420592d3	Companion/Process/Current/KnownIssues/ios-identity-002.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1094	IOS-DRAFT-017	yes	closed-decision	20b9cf2b3ba193652054e2a4f50f6f0b85a9cfa700d36dca9c0df441ba085ce4	Companion/Process/Current/KnownIssues/ios-draft-017.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1095	IOS-CAL-001	yes	fixed	fc95ad5aaf5c3801a1d7ab686109a629767bfce685a0a9002f0a4ab042689890	Companion/Process/Current/KnownIssues/ios-cal-001.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1096	IOS-SETTINGS-001	yes	closed-decision	8a463d6e7af2138600103c35a34f44c1af669e763827f550c5e5af921ed63131	Companion/Process/Current/KnownIssues/ios-settings-001.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1110	IOS-CAL-002	yes	closed-decision	7f1be2a008a5b44963a8f5777afe2b0973a64102fd6f6b1fb05840c445466f62	Companion/Process/Current/KnownIssues/ios-cal-002.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1124	IOS-CAL-003	yes	fixed	dbca920583058a29c61a2b0844cfa25d502f346077968a811639d5ed123f7a28	Companion/Process/Current/KnownIssues/ios-cal-003.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1125	IOS-SCROLL-004	yes	fixed	34505d38bd76192cc214f52b4284d29ac64a82d51a5e07c18dfcf38025d6ff2c	Companion/Process/Current/KnownIssues/ios-scroll-004.md
513497704ad37e977e2fb86e4623e956e6f1ca99844122948ff74995dfa9a309	1126	IOS-DRAFT-018	yes	closed-decision	97bc3b6b4c1e53bbda77167b0276160e8905211c10cc91b942ee53d6b750665d	Companion/Process/Current/KnownIssues/ios-draft-018.md
